x, y, z
-4147907.944574432, 2866516.6662471374, -3893894.0862536994
-4147907.0894722445, 2866517.166958086, -3893895.1955541093
-4147907.300614327, 2866516.221222224, -3893896.347479009
-4147906.932236674, 2866514.8749949033, -3893898.3895660634
-4147906.909412126, 2866515.9508720515, -3893897.415617318
-4147905.9473694614, 2866515.2860281426, -3893899.3762273057
-4147906.4738875916, 2866515.64989181, -3893898.438920788
-4147905.5169167086, 2866517.174095784, -3893897.0656475355
-4147905.9759760075, 2866516.3974480634, -3893898.4508855697
-4147906.8768857205, 2866518.113937474, -3893894.0432553054
-4147906.4738029935, 2866517.8353767507, -3893895.0972186276
-4147908.009032413, 2866518.8963366686, -3893892.240463157
-4147908.917405106, 2866518.430197791, -3893891.180517235
-4147908.498289586, 2866519.2344504665, -3893889.830085078
-4147909.4521587063, 2866518.7997529283, -3893888.8131374745
-4147907.2907577837, 2866519.4916059743, -3893892.044166229
-4147907.036825609, 2866519.3161195233, -3893893.239089596
-4147906.0672800876, 2866518.6460898095, -3893895.1955541093
-4147906.463637177, 2866518.920002711, -3893894.1352344793
-4147905.547092627, 2866518.2866007006, -3893896.1388432253
-4147905.3931436916, 2866517.0885592457, -3893898.383583673
-4147904.94779261, 2866517.8724387973, -3893897.010310433
-4147904.8758462956, 2866517.8227184205, -3893898.3772273827
-4147904.599636539, 2866516.5401856457, -3893900.5034747175
-4147905.0333186816, 2866515.746000635, -3893900.429816497
-4147905.550615707, 2866515.011841429, -3893900.43617279
-4147904.590289155, 2866515.4398337617, -3893901.4489737307
-4147904.0890648393, 2866517.27899258, -3893900.5034747175
-4147904.1953781475, 2866516.2608124493, -3893901.559274137
-4147904.7034752937, 2866518.7952480633, -3893897.2619446893
-4147904.2355098734, 2866518.471848234, -3893898.2545883707
-4147905.0104094604, 2866519.007363003, -3893896.114165874
-4147905.407162285, 2866519.281549493, -3893895.0542202233
-4147906.519923435, 2866520.050552394, -3893893.2331072125
-4147905.907963954, 2866519.6276416765, -3893894.0926099843
-4147906.825682292, 2866520.2618551054, -3893892.0871646036
-4147905.6186133823, 2866520.521571556, -3893892.8648167
-4147905.201300854, 2866520.2331766314, -3893893.908277736
-4147904.908597271, 2866520.030896034, -3893895.0665588956
-4147904.2913634502, 2866519.832981756, -3893896.019195464
-4147904.0102636213, 2866519.410078668, -3893897.090324892
-4147903.035047316, 2866518.964771001, -3893899.1395489145
-4147903.7824416906, 2866519.252636262, -3893898.3099254863
-4147902.8008950213, 2866518.802953816, -3893900.35316708
-4147903.135463634, 2866517.7116323067, -3893901.522631968
-4147903.6521628317, 2866519.391245129, -3893898.28786542
-4147903.9072827715, 2866519.567552564, -3893897.094063885
-4147904.774362138, 2866520.1667708745, -3893895.040759853
-4147905.094363739, 2866520.3879165114, -3893893.908277736
-4147906.0959541155, 2866521.080092241, -3893891.982099009
-4147906.1906269207, 2866520.916876728, -3893891.970508143
-4147905.5239405907, 2866520.684787046, -3893892.8764075693
-4147906.308068594, 2866520.9980379213, -3893890.646589712
-4147907.0922741825, 2866520.446090453, -3893890.9042060026
-4147906.1694815485, 2866521.130905334, -3893890.6166778062
-4147906.4325002194, 2866521.312671398, -3893889.427396135
-4147906.5695047816, 2866521.178710353, -3893889.4558124393
-4147907.5293674483, 2866520.7481552665, -3893889.8794397116
-4147908.0593253397, 2866520.0227446244, -3893889.89776075
-4147908.48179271, 2866520.3147017164, -3893888.8621181985
-4147907.9648903543, 2866521.0491348417, -3893888.8561358196
-4147906.9495215155, 2866521.669972747, -3893888.4811154697
-4147907.06990989, 2866521.5245286156, -3893888.493828024
-4147908.3030895866, 2866521.282856329, -3893887.7408528174
-4147907.499102537, 2866521.8211336117, -3893887.4645417756
-4147908.9109855164, 2866520.6113065965, -3893887.832831865
-4147909.480110176, 2866519.9129629284, -3893887.8881688532
-4147909.972345165, 2866519.159241071, -3893887.8698478234
-4147910.014130964, 2866520.2820117786, -3893886.9550074856
-4147909.244029186, 2866520.841465109, -3893886.7097300813
-4147908.7722278773, 2866521.6070667016, -3893886.746372132
-4147907.4044297053, 2866521.984349178, -3893887.476132631
-4147908.020463098, 2866522.1814336968, -3893886.5194157534
-4147907.898492199, 2866522.3257842343, -3893886.505207611
-4147909.344240582, 2866522.002371147, -3893885.852063013
-4147908.5924756997, 2866522.576738222, -3893885.625106686
-4147910.586143841, 2866520.6773160417, -3893886.0606983183
-4147909.8160419567, 2866521.23676945, -3893885.81542097
-4147910.3180488967, 2866519.398148467, -3893886.7587107825
-4147910.5996263362, 2866518.5010878895, -3893887.9801479015
-4147911.01287469, 2866517.6950219106, -3893887.8881688532
-4147910.835346585, 2866518.663988328, -3893886.7650670563
-4147910.8900618153, 2866519.793452608, -3893885.86440166
-4147911.4073595745, 2866519.0592923677, -3893885.8707579323
-4147910.7035843073, 2866520.7584763076, -3893884.7367798677
-4147909.611226924, 2866522.1868790905, -3893884.6694781715
-4147909.0216678632, 2866522.8733428842, -3893884.5958202044
-4147908.470504783, 2866522.721088779, -3893885.6108985464
-4147908.9337206064, 2866523.0412064223, -3893884.6137673235
-4147909.8159482414, 2866523.422251469, -3893882.473717504
-4147910.5260549695, 2866521.727442456, -3893883.6136779664
-4147910.3473506537, 2866522.6955967825, -3893882.492412411
-4147911.5870194123, 2866520.275102962, -3893883.6503199926
-4147911.0429574493, 2866520.993008877, -3893883.619660338
-4147911.758218415, 2866519.3017622414, -3893884.7674395293
-4147911.909365538, 2866517.2206710908, -3893886.8140477575
-4147912.4813786754, 2866517.6159749315, -3893885.9197386224
-4147913.671453726, 2866516.255102298, -3893886.079393238
-4147913.0994404233, 2866515.8597986447, -3893886.97370241
-4147912.7276252382, 2866515.602846751, -3893888.060162195
-4147911.826631728, 2866516.0718444632, -3893889.126090648
-4147914.3747418094, 2866516.7411265704, -3893883.8712938437
-4147912.634274962, 2866518.8155311393, -3893883.6749972757
-4147913.5750875445, 2866518.3718095236, -3893882.6457106485
-4147912.0651504425, 2866519.5138753797, -3893883.619660338
-4147912.100875084, 2866520.630216052, -3893882.7010475732
-4147911.614969835, 2866521.3883128013, -3893882.725350952
-4147910.8381421026, 2866521.9431184074, -3893882.473717504
-4147911.3191606407, 2866522.2755388105, -3893881.493411501
-4147911.9923348697, 2866521.649100649, -3893881.6470836014
-4147912.386850907, 2866520.827846951, -3893881.536409777
-4147913.073080526, 2866520.21043095, -3893881.702420513
-4147912.5010681516, 2866519.815127335, -3893882.596729992
-4147912.758044987, 2866518.901065512, -3893882.357061284
-4147914.1471000663, 2866518.767112939, -3893881.7514011585
-4147914.163597488, 2866517.686861896, -3893882.7193685817
-4147914.9773554862, 2866516.063684101, -3893883.9572904357
-4147914.946754655, 2866517.136429908, -3893882.9769844003
-4147914.735610092, 2866518.082165218, -3893881.825059075
-4147914.363037938, 2866518.9163421514, -3893880.5176253156
-4147915.1465909905, 2866518.366183635, -3893880.775614914
-4147913.330057397, 2866519.2963690013, -3893881.4627518603
-4147913.8905842504, 2866519.683735109, -3893880.5546412147
-4147913.4057275886, 2866520.4403151134, -3893880.578944583
-4147912.565521526, 2866522.0452160835, -3893880.7509376486
-4147913.486552808, 2866521.587824045, -3893879.7029559077
-4147911.8923472045, 2866522.6716543315, -3893880.5972655835
-4147911.459712416, 2866523.464323676, -3893880.670923483
-4147912.6597362454, 2866523.201978538, -3893878.4526954065
-4147912.9100493803, 2866522.28331095, -3893879.6416366547
-4147913.8900285875, 2866521.866656291, -3893878.649365647
-4147913.802477954, 2866520.714499485, -3893879.5189981493
-4147913.3131294777, 2866522.5618698555, -3893878.587672511
-4147914.703074877, 2866520.245227087, -3893878.4526954065
-4147915.3511860594, 2866519.599226376, -3893878.5816901466
-4147915.542945906, 2866518.6400944083, -3893879.7152945376
-4147915.767542196, 2866517.703655028, -3893880.8799324473
-4147915.3435056163, 2866517.4106142744, -3893881.917037996
-4147916.12138121, 2866516.854290498, -3893882.168671387
-4147916.5975793013, 2866517.183378603, -3893879.745954164
-4147916.3246592283, 2866516.9947706447, -3893880.9229307137
-4147915.8554281755, 2866518.8560429346, -3893878.5757077816
-4147915.885601311, 2866519.968547267, -3893877.6489019366
-4147915.3217581254, 2866520.6727836262, -3893877.5995474393
-4147914.7981300727, 2866521.4025700577, -3893877.5872088145
-4147914.264110586, 2866521.033522388, -3893878.5203709076
-4147914.157792608, 2866522.051701458, -3893877.4645703654
-4147913.129268715, 2866523.5264611947, -3893877.4585880013
-4147913.6786127426, 2866522.8144464996, -3893877.495229977
-4147915.832502868, 2866522.117399532, -3893874.260053229
-4147915.9332702924, 2866521.09538441, -3893875.3076612856
-4147914.43294519, 2866523.3357474087, -3893875.338320884
-4147915.575687457, 2866520.8482678444, -3893876.404623777
-4147915.976928849, 2866520.031661423, -3893876.3003063397
-4147916.2335716602, 2866519.1173682525, -3893877.495229977
-4147916.6627628906, 2866519.4139713654, -3893876.465942988
-4147916.705372444, 2866518.3517653462, -3893877.4585880013
-4147916.8515091618, 2866517.3588629193, -3893878.5510305273
-4147917.0362881403, 2866520.7637578896, -3893874.4316721605
-4147917.5506991995, 2866518.9359488846, -3893875.3876753594
-4147916.4340691706, 2866521.441474006, -3893874.3460496436
-4147916.1849298445, 2866522.360953105, -3893873.1552719427
-4147914.8621357963, 2866523.6323506557, -3893874.3090337953
-4147913.9484835113, 2866524.092600941, -3893875.362998122
-4147913.454410339, 2866523.751158792, -3893876.330965945
-4147912.9438373544, 2866524.4899673047, -3893876.330965945
-4147912.5407577343, 2866524.211408517, -3893877.3849301524
-4147913.4311848464, 2866524.8267616252, -3893875.3566418635
-4147914.513768987, 2866524.4832562087, -3893874.462331752
-4147916.330636141, 2866523.5533004943, -3893872.3406018023
-4147914.8986370983, 2866524.749229353, -3893873.3882100037
-4147917.2442879137, 2866523.093049285, -3893871.286637296
-4147917.8003575383, 2866522.3856817703, -3893871.3296354734
-4147917.7336375625, 2866521.245678473, -3893872.2179634934
-4147917.304447091, 2866520.9490757715, -3893873.2472506957
-4147917.931728853, 2866520.290921377, -3893873.3575504194
-4147918.122710793, 2866519.331251357, -3893874.4933652407
-4147918.673400321, 2866520.8034716127, -3893871.18867623
-4147918.234040392, 2866521.5914942375, -3893871.2559777256
-4147918.3735428816, 2866522.781795844, -3893870.433488609
-4147917.81747318, 2866523.489163457, -3893870.390490441
-4147917.4172796416, 2866524.3042532476, -3893870.4948077356
-4147916.844094429, 2866523.908138963, -3893871.3909546137
-4147916.3649142603, 2866524.670884503, -3893871.421614184
-4147914.381733939, 2866525.4836636116, -3893873.3822276453
-4147915.337437834, 2866526.1441279603, -3893871.415631829
-4147914.0031958716, 2866525.22206491, -3893874.462331752
-4147914.1456812895, 2866526.6430707895, -3893872.308820533
-4147913.4073061664, 2866525.9041549014, -3893874.3826915943
-4147914.712153033, 2866527.0345461885, -3893871.4092755765
-4147916.096388078, 2866525.5769663993, -3893870.212515416
-4147915.162694239, 2866527.3459046995, -3893870.397220589
-4147916.7173406384, 2866524.9144378486, -3893870.31683271
-4147918.337656856, 2866523.848649539, -3893869.447199319
-4147917.937463268, 2866524.6637394326, -3893869.5515165892
-4147918.8072257964, 2866521.9876082023, -3893870.359830878
-4147918.873945366, 2866523.127611502, -3893869.4715026254
-4147919.6786612305, 2866522.5898352345, -3893868.313594555
-4147919.666164359, 2866520.3978923457, -3893870.2065330623
-4147919.675380188, 2866521.4959143433, -3893869.262868085
-4147919.1148175113, 2866523.294072225, -3893868.2642401587
-4147918.3017704245, 2866524.9155032006, -3893868.460909949
-4147918.6564671397, 2866524.0689714467, -3893868.313594555
-4147917.2893510615, 2866525.3097404162, -3893869.422522115
-4147917.55633437, 2866525.494246123, -3893868.239936858
-4147917.285905506, 2866526.399013435, -3893868.4668923
-4147915.828190589, 2866527.5771714826, -3893869.4901974765
-4147915.704636953, 2866527.7204286586, -3893869.4744938016
-4147916.0947781834, 2866527.761403932, -3893868.3072383073
-4147917.3329086993, 2866526.4314962174, -3893867.073462292
-4147916.9133290104, 2866527.233189064, -3893867.1594585683
-4147918.3487736294, 2866524.947985966, -3893867.0674799425
-4147917.8240963942, 2866525.6792899813, -3893867.055141346
-4147918.937284876, 2866524.2630376443, -3893867.1411376228
-4147919.506410371, 2866523.5646922695, -3893867.196474357
-4147919.353418585, 2866524.5506173656, -3893866.099511448
-4147918.272671259, 2866525.9892892204, -3893866.0441747266
-4147918.7779629114, 2866525.2445881846, -3893866.0381923784
-4147917.192971839, 2866527.4264436066, -3893865.988838005
-4147917.703545347, 2866526.687634337, -3893865.988838005
-4147916.2196008377, 2866528.0763081787, -3893867.0884181657
-4147916.0361070363, 2866527.949499896, -3893868.3528537336
-4147916.9545437447, 2866528.584210066, -3893864.9131872
-4147917.6288864114, 2866527.727693853, -3893864.965906632
-4147919.154929474, 2866525.505100559, -3893864.9595503886
-4147918.927403821, 2866527.5334136486, -3893862.837819582
-4147919.691613915, 2866524.7843357995, -3893864.9842275702
-4147920.228298231, 2866524.0635709385, -3893865.008904751
-4147920.356227201, 2866523.058083974, -3893866.0811905065
-4147920.94762293, 2866523.466782634, -3893865.205200509
-4147920.600109258, 2866524.320520252, -3893863.9224440004
-4147920.0179279647, 2866525.0098433746, -3893863.8547687163
-4147919.975314802, 2866526.072048799, -3893862.862122855
-4147917.9052079665, 2866529.012549595, -3893862.837819582
-4147919.7898376915, 2866529.221076152, -3893859.8277595886
-4147918.7535629594, 2866529.827470252, -3893860.8678905037
-4147921.290165882, 2866526.980710231, -3893859.7971000955
-4147917.8227992896, 2866529.184241206, -3893862.8610011656
-4147919.077514623, 2866530.0513456846, -3893859.7391461763
-4147921.3438271526, 2866528.111690774, -3893858.896432402
-4147920.7359294984, 2866528.7832424757, -3893858.804453945
-4147920.2641269197, 2866529.548846215, -3893858.8410957693
-4147919.6876219157, 2866530.244334171, -3893858.7797767976
-4147921.9043932366, 2866526.3135329005, -3893859.895060914
-4147921.3648253777, 2866525.9406508887, -3893860.8200317724
-4147921.8621748243, 2866527.376011624, -3893858.9027886367
-4147920.8763053957, 2866525.603046803, -3893861.7961932183
-4147922.476402263, 2866526.708834202, -3893859.000749433
-4147920.8536403743, 2866524.4957292737, -3893862.7271462143
-4147921.3458761084, 2866523.7420053533, -3893862.708825285
-4147921.9178856914, 2866524.1373067377, -3893861.814514143
-4147921.9276212095, 2866525.237930603, -3893860.869386089
-4147922.317642617, 2866525.507464656, -3893859.803082436
-4147923.222690327, 2866526.1329205222, -3893857.785668103
-4147922.8896517013, 2866525.902765847, -3893858.9087709757
-4147922.7639438957, 2866526.907547118, -3893857.83464849
-4147922.370079944, 2866527.727012433, -3893857.9449478346
-4147921.832742175, 2866528.4495681203, -3893857.920644589
-4147920.8373100646, 2866529.944959524, -3893857.9449478346
-4147921.3091127085, 2866529.179355679, -3893857.9083060184
-4147920.167714372, 2866530.804757283, -3893857.89671524
-4147919.594531319, 2866530.408643855, -3893858.7928631636
-4147921.240781997, 2866530.2237894298, -3893856.8913564505
-4147920.643981344, 2866531.1338942703, -3893856.9119207305
-4147922.7168330834, 2866529.0605419627, -3893855.886371486
-4147922.773552025, 2866528.005842123, -3893856.8913564505
-4147923.2061873437, 2866527.2131706346, -3893856.8176989392
-4147923.84469163, 2866525.468873686, -3893857.88998511
-4147924.5729063246, 2866525.9721244806, -3893855.708397032
-4147922.705828946, 2866524.681834432, -3893859.6864268044
-4147922.3870201358, 2866524.4615137107, -3893860.8200317724
-4147923.398389843, 2866524.0687913615, -3893859.858419081
-4147923.840238162, 2866524.3741414654, -3893858.8410957693
-4147924.699788789, 2866524.9681549813, -3893856.7806832357
-4147924.3291534767, 2866524.71201837, -3893857.8653079686
-4147923.778195917, 2866527.6084716227, -3893855.923387181
-4147924.701570479, 2866526.0610410296, -3893854.9991062335
-4147925.263575133, 2866525.3577733445, -3893855.047712696
-4147925.187529221, 2866525.3052199543, -3893855.8067316567
-4147923.0013660523, 2866528.163278827, -3893855.6717552324
-4147923.1185570066, 2866528.2442666297, -3893854.9516214593
-4147921.807732886, 2866530.6155957743, -3893855.161377038
-4147922.7857576893, 2866529.1081740907, -3893855.1206223886
-4147923.6781882723, 2866527.539358811, -3893854.9979845462
-4147920.981383559, 2866531.367065065, -3893855.7958886754
-4147921.2489122185, 2866531.551947877, -3893855.2178353127
-4147925.8885610076, 2866523.6041342, -3893854.67232125
-4147925.5161143495, 2866524.4406420426, -3893855.6347395373
-4147925.249528836, 2866524.2564116637, -3893856.8176989392
-4147924.4030337473, 2866523.6714207204, -3893858.890450063
-4147923.908962752, 2866523.3299809867, -3893859.858419081
-4147924.4985222393, 2866522.643514592, -3893859.932076643
-4147924.8754880177, 2866522.904025829, -3893858.8534343424
-4147925.4818381667, 2866523.3230586327, -3893856.5537283653
-4147925.579491314, 2866523.3905441808, -3893855.21111547
-4147926.1292310953, 2866522.6788006956, -3893855.2481311653
-4147926.411793873, 2866522.874072402, -3893854.684285918
-4147925.9469139376, 2866522.552806102, -3893856.5107303252
-4147926.2814991777, 2866521.692375056, -3893857.7793118698
-4147925.01542491, 2866521.9090785286, -3893859.938058983
-4147923.926512722, 2866522.2482137056, -3893860.82638801
-4147923.3369533163, 2866522.934680005, -3893860.752730431
-4147922.064152431, 2866523.1467339154, -3893862.905120954
-4147922.8263804773, 2866523.673490278, -3893860.752730431
-4147923.2199521414, 2866520.6682745097, -3893863.983763042
-4147924.9476577607, 2866520.770592677, -3893860.82638801
-4147925.5196674187, 2866521.16589336, -3893859.932076643
-4147927.2741353116, 2866521.2844638377, -3893856.7990041394
-4147926.702126046, 2866520.8891635765, -3893857.6933157705
-4147926.4574865773, 2866521.813995274, -3893856.5107303252
-4147926.1811647387, 2866520.5291411905, -3893858.638817942
-4147926.998326813, 2866522.1877555973, -3893854.7560739233
-4147927.4437925145, 2866521.40170938, -3893855.524440244
-4147927.2257540547, 2866520.15937503, -3893857.7056543417
-4147928.139403233, 2866519.699119444, -3893856.651689117
-4147928.246027261, 2866520.864458209, -3893854.9691945645
-4147926.044343874, 2866520.43458796, -3893859.94441522
-4147926.931882103, 2866519.956288084, -3893858.865772916
-4147926.658570178, 2866519.7674096148, -3893860.042376038
-4147925.738590449, 2866520.223289969, -3893861.090358826
-4147925.4089956526, 2866518.903862505, -3893863.169091891
-4147925.7863578014, 2866519.1646472653, -3893862.0908236015
-4147926.359542344, 2866519.5607595784, -3893861.1946759047
-4147927.6110567446, 2866519.333993635, -3893860.4600181547
-4147927.853431643, 2866519.5014922987, -3893857.8163275816
-4147927.8388717487, 2866519.4914303543, -3893859.2404168774
-4147928.6271440675, 2866520.036183796, -3893855.6777375676
-4147928.4239342273, 2866518.8018558477, -3893856.437072814
-4147929.1360809705, 2866519.294000798, -3893854.844313347
-4147927.669780822, 2866521.5578838377, -3893854.907127851
-4147928.6424644315, 2866518.9528760375, -3893859.51635225
-4147929.0445565665, 2866518.139097319, -3893857.975981209
-4147928.875953488, 2866518.0225804313, -3893856.381736207
-4147928.1614485825, 2866518.620459266, -3893860.4966599876
-4147927.035639526, 2866517.8424437125, -3893862.30544015
-4147926.411802225, 2866517.4113269793, -3893863.150770962
-4147922.9750205474, 2866519.4073554883, -3893866.142509577
-4147924.6114387587, 2866517.2610396785, -3893866.24047053
-4147926.0542210983, 2866517.164212536, -3893864.24773404
-4147926.60356413, 2866516.452195489, -3893864.2843759065
-4147927.06519497, 2866516.771215694, -3893863.2857476026
-4147927.637205341, 2866517.166516117, -3893862.391436328
-4147928.1063404484, 2866517.490722312, -3893861.3969538244
-4147929.198533456, 2866518.245506455, -3893859.559350309
-4147929.256034846, 2866517.193590788, -3893857.6933157705
-4147929.0401011454, 2866517.0443650833, -3893858.927091888
-4147929.4189666905, 2866517.3061884013, -3893856.4123956785
-4147931.3083911077, 2866516.426368037, -3893854.9662033976
-4147929.8970970204, 2866516.5449576415, -3893856.381736207
-4147929.8121035746, 2866516.4862210853, -3893857.7363138204
-4147929.6483925274, 2866516.37308503, -3893859.0194442417
-4147928.8838944645, 2866516.936415042, -3893860.214368315
-4147929.900867842, 2866516.547563549, -3893860.6929555205
-4147928.785844595, 2866516.868655536, -3893861.5566075617
-4147929.3258451466, 2866515.056287353, -3893862.5387515198
-4147928.1624381207, 2866514.252290107, -3893864.3090530816
-4147926.1150428797, 2866516.11459207, -3893865.260537219
-4147927.123130072, 2866514.627947868, -3893865.248198628
-4147925.555073282, 2866513.5443083555, -3893868.0739266165
-4147927.6735210605, 2866513.914413541, -3893865.284840503
-4147928.7833890016, 2866513.5897591147, -3893864.413370232
-4147929.251350109, 2866513.913153499, -3893863.4207242434
-4147930.425543484, 2866515.816257351, -3893860.7052940973
-4147930.396545883, 2866514.7045651693, -3893861.630265141
-4147929.8233607817, 2866514.3084535273, -3893862.526412938
-4147930.192453837, 2866515.6551757776, -3893859.0501037277
-4147930.5970352376, 2866515.934770386, -3893856.559710701
-4147930.3628905592, 2866515.772959711, -3893857.7733295327
-4147930.980726557, 2866516.1999284583, -3893855.4874245487
-4147931.92419936, 2866515.7602822953, -3893855.065659697
-4147931.634119294, 2866515.559816353, -3893855.6224009725
-4147930.8410206125, 2866515.0117287976, -3893857.7426700536
-4147931.0814953414, 2866515.177913926, -3893856.5350335655
-4147930.644472524, 2866514.875900099, -3893858.9947670945
-4147930.42298741, 2866514.7228381443, -3893860.2203506557
-4147930.355218227, 2866513.5843523312, -3893861.1086797463
-4147930.1586694596, 2866513.448523216, -3893862.360776821
-4147929.9114679657, 2866513.2776894793, -3893863.5620571245
-4147929.8898477643, 2866512.1688547065, -3893864.4930102075
-4147929.4337674775, 2866511.853671054, -3893865.4998310953
-4147931.0179266394, 2866511.8567846618, -3893863.6416970817
-4147930.875436111, 2866511.758313692, -3893862.07212878
-4147930.7064690413, 2866513.8270915155, -3893860.0057342052
-4147931.0525991837, 2866511.8807458268, -3893860.8017108515
-4147931.003658934, 2866512.938576798, -3893859.803082436
-4147930.97978123, 2866514.0159695907, -3893858.829131092
-4147931.026782458, 2866514.0484507675, -3893857.43570137
-4147932.972501856, 2866514.2991861487, -3893855.090336824
-4147932.702365097, 2866511.9291977193, -3893857.5706778555
-4147933.52777886, 2866513.5912689427, -3893855.132587056
-4147931.1017085393, 2866513.0063359924, -3893858.460843366
-4147931.0857662517, 2866511.9036666015, -3893859.3981527924
-4147931.446460076, 2866511.0612794133, -3893860.691411431
-4147930.87327483, 2866510.6651682747, -3893861.5875590127
-4147931.4897259776, 2866511.091179181, -3893863.605055223
-4147930.9177148617, 2866510.695879448, -3893864.499366449
-4147930.4459155886, 2866511.461484824, -3893864.536008316
-4147930.6107856063, 2866510.483769842, -3893865.647146389
-4147931.8123002206, 2866510.2202071873, -3893864.8612983553
-4147931.72203264, 2866510.157825993, -3893863.341084286
-4147931.384893751, 2866509.9248395027, -3893861.5875590127
-4147931.9580790675, 2866510.3209505393, -3893860.691411431
-4147931.7067168294, 2866511.241135053, -3893859.502469847
-4147931.651050891, 2866512.2943180166, -3893858.49748519
-4147932.1485660216, 2866511.546483782, -3893858.4851466166
-4147933.6428437047, 2866511.4852404236, -3893857.975981209
-4147932.692296639, 2866510.828346096, -3893859.95039756
-4147932.8758269516, 2866509.8635265343, -3893862.514074356
-4147933.117872932, 2866510.030797127, -3893861.3049753252
-4147932.6677923147, 2866509.719760143, -3893863.752370449
-4147931.239114289, 2866509.8240957265, -3893865.75744591
-4147931.905561493, 2866509.193005677, -3893865.904761203
-4147933.1388646923, 2866508.9536522846, -3893865.1499465285
-4147928.9715147633, 2866509.3509189105, -3893868.405573202
-4147930.7580968523, 2866509.491679124, -3893866.737753232
-4147931.4506553183, 2866508.878633898, -3893866.9097457454
-4147931.9936668915, 2866508.1622413243, -3893866.9404052803
-4147932.565678577, 2866508.5575409983, -3893866.0460941494
-4147933.0642414456, 2866507.8081895495, -3893866.0337555585
-4147933.637427629, 2866508.204300732, -3893865.1376079405
-4147934.0535622085, 2866508.491878425, -3893864.0959813427
-4147933.7373182015, 2866509.3672250896, -3893862.8457204853
-4147933.9532528953, 2866509.5164509118, -3893861.61194422
-4147934.304504044, 2866509.759189772, -3893860.508998564
-4147934.7766255233, 2866508.9915650412, -3893861.906574536
-4147934.4435852454, 2866508.761411241, -3893863.029677527
-4147935.5624453067, 2866507.351317557, -3893863.122029944
-4147934.187164753, 2866507.4925556513, -3893865.174623704
-4147933.6139784935, 2866507.096444567, -3893866.0707713305
-4147931.6879116497, 2866507.950943285, -3893868.08634887
-4147931.0214646924, 2866508.5820333506, -3893867.939033509
-4147929.7624455905, 2866508.803614651, -3893868.669544442
-4147931.276931908, 2866507.666927832, -3893869.135793926
-4147930.591099334, 2866508.284620981, -3893868.9701575814
-4147934.2912442666, 2866505.378938218, -3893867.1796992123
-4147934.3191967006, 2866506.492147684, -3893866.2547284984
-4147935.235068674, 2866506.0311852284, -3893865.1989269825
-4147936.268712063, 2866506.7455032784, -3893863.3059869856
-4147935.430017036, 2866508.3514519646, -3893862.041551115
-4147936.0185256423, 2866507.666500282, -3893862.115208694
-4147936.809456647, 2866507.1191946506, -3893862.3791795094
-4147935.251312333, 2866509.3196063633, -3893860.920284443
-4147934.8634590944, 2866510.1454664073, -3893859.6023483686
-4147935.7256033574, 2866509.6473741704, -3893859.9336203737
-4147935.865536861, 2866508.652426085, -3893861.018245262
-4147936.3828326827, 2866507.9182613795, -3893861.024601498
-4147937.8140993738, 2866506.721819774, -3893861.4112102254
-4147937.212535216, 2866507.397749422, -3893861.3252140866
-4147937.2443544753, 2866505.236436279, -3893863.262988896
-4147936.7827226906, 2866504.917417487, -3893864.2616174975
-4147935.7717497395, 2866505.3104174775, -3893865.2236041576
-4147935.276501734, 2866504.9681674726, -3893866.1934094424
-4147934.8632562687, 2866505.774237508, -3893866.2853880264
-4147934.704489675, 2866504.5728682936, -3893867.0877206074
-4147936.4120849213, 2866504.6612817156, -3893865.346242242
-4147935.9105068077, 2866504.314657308, -3893866.310065207
-4147936.92370277, 2866503.9209519555, -3893865.346242242
-4147938.2602118165, 2866503.7529189605, -3893863.2570065535
-4147937.831021335, 2866503.4563195296, -3893864.286294667
-4147938.904610968, 2866504.198242027, -3893862.42815993
-4147938.8881144333, 2866505.2784927855, -3893861.4601906347
-4147938.3764963425, 2866506.0188228968, -3893861.4601906347
-4147938.9485076424, 2866506.4141214006, -3893860.565878795
-4147938.2302335203, 2866507.009396729, -3893860.369583306
-4147938.0265920376, 2866507.9603181835, -3893859.2218029574
-4147936.967899398, 2866508.3225825205, -3893860.1426283317
-4147936.7250904976, 2866509.2464367, -3893858.9578323225
-4147936.320837864, 2866508.967070358, -3893860.013634154
-4147938.995832165, 2866508.630129189, -3893856.437109718
-4147939.2166647995, 2866506.5994361364, -3893859.381456584
-4147938.306181238, 2866509.247426862, -3893856.2688565804
-4147939.728282994, 2866505.8591058757, -3893859.381456584
-4147939.460125804, 2866505.6737911873, -3893860.565878795
-4147939.9513097024, 2866504.921581108, -3893860.5475578825
-4147939.941694861, 2866503.8232856267, -3893861.490850128
-4147939.023982469, 2866503.1890850076, -3893863.496300266
-4147939.447621768, 2866503.4818480867, -3893862.45881943
-4147938.5429647523, 2866502.8566696057, -3893864.4766079914
-4147937.5838190853, 2866503.2854861827, -3893865.4875751557
-4147938.269651061, 2866502.6677915715, -3893865.6532113478
-4147938.7163857156, 2866501.882623117, -3893865.591892306
-4147939.6459800364, 2866502.5250346987, -3893863.6006173687
-4147939.1455765166, 2866502.1792225423, -3893864.562604189
-4147940.1218421976, 2866502.8538871417, -3893862.612490826
-4147940.8176197927, 2866503.334715795, -3893860.400242792
-4147940.4924796615, 2866503.1100223116, -3893861.527865857
-4147940.513706377, 2866504.218583828, -3893860.596538281
-4147940.5506069697, 2866505.3357357457, -3893859.6760866973
-4147941.061176543, 2866504.5969223157, -3893859.6760866973
