lat, lon, height
-0.660870082406, 2.536880649090, 481.834823919004
-0.660869964637, 2.536880649090, 481.836042228557
-0.660869964637, 2.536880864877, 481.819595049592
-0.660870082406, 2.536880864877, 481.806193644510
-0.660869786156, 2.536880649090, 481.191556475053
-0.660870082406, 2.536881042993, 481.705073951616
-0.660869964637, 2.536881042993, 481.479686684323
-0.660869786156, 2.536880864877, 481.109929735006
-0.660869608040, 2.536880649090, 480.877232610395
-0.660869608040, 2.536880864877, 480.769412214960
-0.660869786156, 2.536881042993, 481.049623412136
-0.660869786156, 2.536881221109, 481.129422687853
-0.660869964637, 2.536881399590, 481.709947189828
-0.660870082406, 2.536881399590, 481.762943655381
-0.660869786156, 2.536881399590, 481.179982534300
-0.660869786156, 2.536881577706, 481.349936716935
-0.660869964637, 2.536881577706, 481.659996498158
-0.660870082406, 2.536881577706, 481.706292261169
-0.660869429925, 2.536881221109, 480.189496867762
-0.660869608040, 2.536881399590, 480.669510831620
-0.660869608040, 2.536881042993, 480.649408723996
-0.660869429925, 2.536881042993, 480.109697592045
-0.660869429925, 2.536880864877, 480.479454541361
-0.660869429925, 2.536880686396, 480.769412214960
-0.660869429925, 2.536880649090, 480.771848834066
-0.660869251809, 2.536880686396, 480.779767846160
-0.660869251809, 2.536880864877, 480.479454541361
-0.660869251809, 2.536881221109, 479.949489885834
-0.660869429925, 2.536881399590, 480.129799699668
-0.660869608040, 2.536881577706, 480.699968570443
-0.660869786156, 2.536881934303, 481.619792282911
-0.660870082406, 2.536882290535, 481.649640866958
-0.660869786156, 2.536882112419, 481.659996498158
-0.660869608040, 2.536881934303, 480.959468505219
-0.660869429925, 2.536881934303, 480.309500358727
-0.660869429925, 2.536881577706, 480.099951115621
-0.660869251809, 2.536881577706, 479.329979478165
-0.660869251809, 2.536881399590, 479.679634319858
-0.660869073327, 2.536881042993, 480.069493376798
-0.660869073327, 2.536881221109, 479.659532212235
-0.660869073327, 2.536881399590, 478.989461958119
-0.660869073327, 2.536880864877, 479.529782244847
-0.660869073327, 2.536880649090, 479.380539324612
-0.660869251809, 2.536880649090, 480.779767846160
-0.660868895212, 2.536881042993, 479.049768280989
-0.660868717096, 2.536880864877, 478.509447994262
-0.660868717096, 2.536880649090, 478.330356489980
-0.660868895212, 2.536881221109, 478.959613374072
-0.660869073327, 2.536881577706, 479.249571047671
-0.660868717096, 2.536881399590, 478.709859915720
-0.660869251809, 2.536881755822, 479.529782244847
-0.660869251809, 2.536881934303, 479.299521739342
-0.660869073327, 2.536881934303, 479.219722463624
-0.660869073327, 2.536881755822, 479.189873879577
-0.660868717096, 2.536881577706, 478.269441012333
-0.660868895212, 2.536881755822, 478.759810607390
-0.660868717096, 2.536881221109, 478.469852933791
-0.660868538614, 2.536881221109, 478.469852933791
-0.660868538614, 2.536881399590, 478.709859915720
-0.660868538614, 2.536881042993, 478.009941077558
-0.660868538614, 2.536880649090, 477.846687597464
-0.660868538614, 2.536880864877, 477.989838969934
-0.660868182383, 2.536881221109, 477.599979912994
-0.660868360499, 2.536881399590, 478.489955041415
-0.660868360499, 2.536881042993, 478.009941077558
-0.660868538614, 2.536881577706, 478.269441012333
-0.660868717096, 2.536881755822, 478.269441012333
-0.660868717096, 2.536881934303, 478.769557083814
-0.660868895212, 2.536881934303, 478.769557083814
-0.660869073327, 2.536882112419, 479.229468940048
-0.660868895212, 2.536882112419, 478.699504284520
